WalkingTime,PathLength
78.7812347,3.04625416
77.2612,3.04477262
82.42131,3.00071239
77.76121,3.03719068
78.521225,3.02809715
80.4212646,3.02072477
80.20126,3.00754213
77.30119,3.04800129
78.14122,3.038817
77.5012054,3.03767681
81.6813,2.99505186
78.10121,3.04494858
78.80123,3.0390892
80.64127,3.00157142
78.3812256,3.02575445
77.5612,3.02807856
77.2812,3.05098939
77.5612,3.042047
78.44122,3.0407474
76.96119,3.0512805
