WalkingTime,PathLength
146.802155,3.98208284
168.53714,4.576148
118.802147,4.654872
215.378052,5.316986
247.022034,5.88811541
287.868,5.983858
243.16362,5.52669859
225.215012,5.53216839
275.030243,5.729297
346.957367,6.30794334
532.0083,6.41434
