WalkingTime,PathLength
100.201721,4.350091
203.59584,4.83383274
213.07962,5.26663351
225.672821,5.138585
249.540588,5.43572664
108.1819,4.651288
147.87796,5.273904
275.709045,5.962963
286.469116,5.91381264
241.501358,5.46111727
565.579468,7.25723934
