WalkingTime,PathLength
78.76123,3.03527021
77.98122,3.04450846
80.9012756,3.00599885
77.4412,3.04974127
77.74121,3.05434322
77.74121,3.04831958
77.82121,3.037374
77.82121,3.03499413
78.44122,3.03975916
77.6812057,3.044177
77.66121,3.0443418
77.3612,3.04103279
77.80121,3.047437
77.5212,3.04930758
77.5412,3.0442543
77.5212,3.05442333
78.0812149,3.04892015
78.50122,3.02914572
77.6412048,3.05535936
77.2812,3.06155872
