WalkingTime,PathLength
114.982056,3.67647624
113.502029,3.87679148
159.580643,4.19991541
122.062225,4.349808
168.394638,4.89064169
197.013016,5.17208862
150.7587,3.91568065
283.792236,5.87928
465.547363,6.238153
317.598572,5.456356
441.770264,5.75577259
