WalkingTime,PathLength
132.382462,4.579394
179.719849,4.98910761
143.300629,5.482622
157.777756,5.718355
218.4752,5.68694067
181.554535,5.74096346
176.055191,5.67014837
179.594162,5.742193
327.835144,6.66090775
389.4081,6.42165136
404.49765,6.05866861
450.862671,6.62159348
522.607056,7.2706213
