WalkingTime,PathLength
155.402054,4.632138
213.713486,4.987369
184.212631,5.13068962
190.6742,4.83070374
281.971619,5.70500755
329.237549,6.006913
400.49527,6.25794744
346.034271,6.353094
438.0766,5.83143234
550.3463,7.17853642
