WalkingTime,PathLength
68.9210358,2.76419377
79.12124,2.940586
90.86153,3.3004055
149.193939,4.10672855
140.578491,4.315572
130.816772,4.069978
190.613312,4.74465656
191.976471,4.564212
137.1958,5.161413
152.178024,4.24228764
237.726379,4.84222746
305.45224,5.98162746
326.480682,6.035116
438.417542,6.27399874
412.3759,6.76828766
503.316254,6.67752838
