WalkingTime,PathLength
97.68166,4.22847843
87.08142,4.26397657
105.80188,5.62279034
141.87674,4.56022358
172.2519,4.76976156
255.827576,5.33739948
202.191742,5.0949893
275.932,5.30040026
203.993683,4.88977051
379.825562,6.263998
330.46286,6.692647
547.968567,5.721976
409.532043,7.05146074
593.5723,7.041708
577.429,7.21112156
